UF;Tipo Crime;Ano;Mês;Sexo da Vítima;Vítimas
Rondônia;Homicídio doloso;2020;outubro;Masculino;31
Rondônia;Homicídio doloso;2020;outubro;Sexo NI;0
Rondônia;Homicídio doloso;2020;novembro;Feminino;8
Rondônia;Homicídio doloso;2020;novembro;Masculino;52
Rondônia;Homicídio doloso;2020;novembro;Sexo NI;0
Rondônia;Homicídio doloso;2020;dezembro;Feminino;6
Rondônia;Homicídio doloso;2020;dezembro;Masculino;52
Rondônia;Lesão corporal seguida de morte;2020;janeiro;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;janeiro;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;janeiro;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;fevereiro;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;fevereiro;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;fevereiro;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;março;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;março;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;março;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;abril;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;abril;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;abril;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;maio;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;maio;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;maio;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;junho;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;junho;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;junho;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;julho;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;julho;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;julho;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;agosto;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;agosto;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;agosto;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;setembro;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;setembro;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;setembro;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;outubro;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;outubro;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;outubro;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;novembro;Feminino;0
Rondônia;Lesão corporal seguida de morte;2020;novembro;Masculino;0
Rondônia;Lesão corporal seguida de morte;2020;novembro;Sexo NI;0
Rondônia;Lesão corporal seguida de morte;2020;dezembro;Masculino;2
Rondônia;Roubo seguido de morte (latrocínio);2020;janeiro;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;janeiro;Masculino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;janeiro;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;fevereiro;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;fevereiro;Masculino;1
Rondônia;Roubo seguido de morte (latrocínio);2020;fevereiro;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;março;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;março;Masculino;2
Rondônia;Roubo seguido de morte (latrocínio);2020;março;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;abril;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;abril;Masculino;2
Rondônia;Roubo seguido de morte (latrocínio);2020;abril;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;maio;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;maio;Masculino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;maio;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;junho;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;junho;Masculino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;junho;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;julho;Feminino;1
Rondônia;Roubo seguido de morte (latrocínio);2020;julho;Masculino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;julho;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;agosto;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;agosto;Masculino;1
Rondônia;Roubo seguido de morte (latrocínio);2020;agosto;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;setembro;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;setembro;Masculino;3
Rondônia;Roubo seguido de morte (latrocínio);2020;setembro;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;outubro;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;outubro;Masculino;1
Rondônia;Roubo seguido de morte (latrocínio);2020;outubro;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;novembro;Feminino;0
Rondônia;Roubo seguido de morte (latrocínio);2020;novembro;Masculino;4
Rondônia;Roubo seguido de morte (latrocínio);2020;novembro;Sexo NI;0
Rondônia;Roubo seguido de morte (latrocínio);2020;dezembro;Masculino;2
Roraima;Homicídio doloso;2020;janeiro;Masculino;10
Roraima;Homicídio doloso;2020;fevereiro;Feminino;1
Roraima;Homicídio doloso;2020;fevereiro;Masculino;5
Roraima;Homicídio doloso;2020;março;Feminino;2
Roraima;Homicídio doloso;2020;março;Masculino;18
Roraima;Homicídio doloso;2020;março;Sexo NI;2
Roraima;Homicídio doloso;2020;abril;Masculino;8
Roraima;Homicídio doloso;2020;abril;Sexo NI;2
Roraima;Homicídio doloso;2020;maio;Masculino;10
Roraima;Homicídio doloso;2020;maio;Sexo NI;1
Roraima;Homicídio doloso;2020;junho;Feminino;0
Roraima;Homicídio doloso;2020;junho;Masculino;16
Roraima;Homicídio doloso;2020;junho;Sexo NI;0
Roraima;Homicídio doloso;2020;julho;Feminino;1
Roraima;Homicídio doloso;2020;julho;Masculino;17
Roraima;Homicídio doloso;2020;julho;Sexo NI;0
Roraima;Homicídio doloso;2020;agosto;Feminino;1
Roraima;Homicídio doloso;2020;agosto;Masculino;15
Roraima;Homicídio doloso;2020;agosto;Sexo NI;0
Roraima;Homicídio doloso;2020;setembro;Feminino;3
Roraima;Homicídio doloso;2020;setembro;Masculino;9
Roraima;Homicídio doloso;2020;setembro;Sexo NI;0
Roraima;Homicídio doloso;2020;outubro;Feminino;0
Roraima;Homicídio doloso;2020;outubro;Masculino;10
Roraima;Homicídio doloso;2020;outubro;Sexo NI;1
Roraima;Homicídio doloso;2020;novembro;Feminino;1
Roraima;Homicídio doloso;2020;novembro;Masculino;22
Roraima;Homicídio doloso;2020;novembro;Sexo NI;0
Roraima;Homicídio doloso;2020;dezembro;Feminino;4
Roraima;Homicídio doloso;2020;dezembro;Masculino;16
Roraima;Lesão corporal seguida de morte;2020;janeiro;Masculino;2
Roraima;Lesão corporal seguida de morte;2020;fevereiro;Masculino;1
Roraima;Lesão corporal seguida de morte;2020;abril;Feminino;0
Roraima;Lesão corporal seguida de morte;2020;maio;Masculino;1
Roraima;Lesão corporal seguida de morte;2020;junho;Feminino;0
Roraima;Lesão corporal seguida de morte;2020;junho;Masculino;0
Roraima;Lesão corporal seguida de morte;2020;junho;Sexo NI;0
Roraima;Lesão corporal seguida de morte;2020;outubro;Masculino;1
Roraima;Lesão corporal seguida de morte;2020;dezembro;Feminino;0
Roraima;Lesão corporal seguida de morte;2020;dezembro;Masculino;0
Roraima;Roubo seguido de morte (latrocínio);2020;janeiro;Masculino;1
Roraima;Roubo seguido de morte (latrocínio);2020;fevereiro;Masculino;2
Roraima;Roubo seguido de morte (latrocínio);2020;março;Feminino;1
Roraima;Roubo seguido de morte (latrocínio);2020;março;Masculino;1
Roraima;Roubo seguido de morte (latrocínio);2020;abril;Masculino;5
Roraima;Roubo seguido de morte (latrocínio);2020;maio;Masculino;1
Roraima;Roubo seguido de morte (latrocínio);2020;junho;Feminino;0
Roraima;Roubo seguido de morte (latrocínio);2020;junho;Masculino;1
Roraima;Roubo seguido de morte (latrocínio);2020;junho;Sexo NI;0
Roraima;Roubo seguido de morte (latrocínio);2020;julho;Masculino;1
Roraima;Roubo seguido de morte (latrocínio);2020;setembro;Masculino;1
Roraima;Roubo seguido de morte (latrocínio);2020;novembro;Masculino;1
Roraima;Roubo seguido de morte (latrocínio);2020;dezembro;Feminino;0
Roraima;Roubo seguido de morte (latrocínio);2020;dezembro;Masculino;0
Santa Catarina;Homicídio doloso;2020;janeiro;Feminino;5
Santa Catarina;Homicídio doloso;2020;janeiro;Masculino;77
Santa Catarina;Homicídio doloso;2020;janeiro;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;fevereiro;Feminino;8
Santa Catarina;Homicídio doloso;2020;fevereiro;Masculino;56
Santa Catarina;Homicídio doloso;2020;fevereiro;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;março;Feminino;9
Santa Catarina;Homicídio doloso;2020;março;Masculino;70
Santa Catarina;Homicídio doloso;2020;março;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;abril;Feminino;11
Santa Catarina;Homicídio doloso;2020;abril;Masculino;54
Santa Catarina;Homicídio doloso;2020;abril;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;maio;Feminino;9
Santa Catarina;Homicídio doloso;2020;maio;Masculino;50
Santa Catarina;Homicídio doloso;2020;maio;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;junho;Feminino;10
Santa Catarina;Homicídio doloso;2020;junho;Masculino;40
Santa Catarina;Homicídio doloso;2020;junho;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;julho;Feminino;12
Santa Catarina;Homicídio doloso;2020;julho;Masculino;39
Santa Catarina;Homicídio doloso;2020;julho;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;agosto;Feminino;8
Santa Catarina;Homicídio doloso;2020;agosto;Masculino;38
Santa Catarina;Homicídio doloso;2020;agosto;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;setembro;Feminino;8
Santa Catarina;Homicídio doloso;2020;setembro;Masculino;33
Santa Catarina;Homicídio doloso;2020;setembro;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;outubro;Feminino;5
Santa Catarina;Homicídio doloso;2020;outubro;Masculino;30
Santa Catarina;Homicídio doloso;2020;outubro;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;novembro;Feminino;9
Santa Catarina;Homicídio doloso;2020;novembro;Masculino;46
Santa Catarina;Homicídio doloso;2020;novembro;Sexo NI;0
Santa Catarina;Homicídio doloso;2020;dezembro;Feminino;10
Santa Catarina;Homicídio doloso;2020;dezembro;Masculino;59
Santa Catarina;Homicídio doloso;2020;dezembro;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;janeiro;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;janeiro;Masculino;1
Santa Catarina;Lesão corporal seguida de morte;2020;janeiro;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;fevereiro;Feminino;1
Santa Catarina;Lesão corporal seguida de morte;2020;fevereiro;Masculino;2
Santa Catarina;Lesão corporal seguida de morte;2020;fevereiro;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;março;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;março;Masculino;1
Santa Catarina;Lesão corporal seguida de morte;2020;março;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;abril;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;abril;Masculino;2
Santa Catarina;Lesão corporal seguida de morte;2020;abril;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;maio;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;maio;Masculino;1
Santa Catarina;Lesão corporal seguida de morte;2020;maio;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;junho;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;junho;Masculino;0
Santa Catarina;Lesão corporal seguida de morte;2020;junho;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;julho;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;julho;Masculino;2
Santa Catarina;Lesão corporal seguida de morte;2020;julho;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;agosto;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;agosto;Masculino;0
Santa Catarina;Lesão corporal seguida de morte;2020;agosto;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;setembro;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;setembro;Masculino;0
Santa Catarina;Lesão corporal seguida de morte;2020;setembro;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;outubro;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;outubro;Masculino;2
Santa Catarina;Lesão corporal seguida de morte;2020;outubro;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;novembro;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;novembro;Masculino;2
Santa Catarina;Lesão corporal seguida de morte;2020;novembro;Sexo NI;0
Santa Catarina;Lesão corporal seguida de morte;2020;dezembro;Feminino;0
Santa Catarina;Lesão corporal seguida de morte;2020;dezembro;Masculino;0
Santa Catarina;Lesão corporal seguida de morte;2020;dezembro;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;janeiro;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;janeiro;Masculino;2
Santa Catarina;Roubo seguido de morte (latrocínio);2020;janeiro;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;fevereiro;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;fevereiro;Masculino;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;fevereiro;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;março;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;março;Masculino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;março;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;abril;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;abril;Masculino;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;abril;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;maio;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;maio;Masculino;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;maio;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;junho;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;junho;Masculino;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;junho;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;julho;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;julho;Masculino;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;julho;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;agosto;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;agosto;Masculino;2
Santa Catarina;Roubo seguido de morte (latrocínio);2020;agosto;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;setembro;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;setembro;Masculino;2
Santa Catarina;Roubo seguido de morte (latrocínio);2020;setembro;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;outubro;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;outubro;Masculino;3
Santa Catarina;Roubo seguido de morte (latrocínio);2020;outubro;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;novembro;Feminino;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;novembro;Masculino;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;novembro;Sexo NI;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;dezembro;Feminino;0
Santa Catarina;Roubo seguido de morte (latrocínio);2020;dezembro;Masculino;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;dezembro;Sexo NI;0
São Paulo;Homicídio doloso;2020;janeiro;Feminino;33
São Paulo;Homicídio doloso;2020;janeiro;Masculino;236
São Paulo;Homicídio doloso;2020;janeiro;Sexo NI;8
São Paulo;Homicídio doloso;2020;fevereiro;Feminino;34
São Paulo;Homicídio doloso;2020;fevereiro;Masculino;180
São Paulo;Homicídio doloso;2020;fevereiro;Sexo NI;4
São Paulo;Homicídio doloso;2020;março;Feminino;36
São Paulo;Homicídio doloso;2020;março;Masculino;255
São Paulo;Homicídio doloso;2020;março;Sexo NI;6
São Paulo;Homicídio doloso;2020;abril;Feminino;36
São Paulo;Homicídio doloso;2020;abril;Masculino;233
São Paulo;Homicídio doloso;2020;abril;Sexo NI;2
São Paulo;Homicídio doloso;2020;maio;Feminino;28
São Paulo;Homicídio doloso;2020;maio;Masculino;207
São Paulo;Homicídio doloso;2020;maio;Sexo NI;1
São Paulo;Homicídio doloso;2020;junho;Feminino;29
São Paulo;Homicídio doloso;2020;junho;Masculino;191
São Paulo;Homicídio doloso;2020;junho;Sexo NI;2
São Paulo;Homicídio doloso;2020;julho;Feminino;31
São Paulo;Homicídio doloso;2020;julho;Masculino;186
São Paulo;Homicídio doloso;2020;julho;Sexo NI;6
São Paulo;Homicídio doloso;2020;agosto;Feminino;30
São Paulo;Homicídio doloso;2020;agosto;Masculino;192
São Paulo;Homicídio doloso;2020;agosto;Sexo NI;3
São Paulo;Homicídio doloso;2020;setembro;Feminino;43
São Paulo;Homicídio doloso;2020;setembro;Masculino;200
São Paulo;Homicídio doloso;2020;setembro;Sexo NI;5
São Paulo;Homicídio doloso;2020;outubro;Feminino;39
São Paulo;Homicídio doloso;2020;outubro;Masculino;211
São Paulo;Homicídio doloso;2020;outubro;Sexo NI;5
São Paulo;Homicídio doloso;2020;novembro;Feminino;42
São Paulo;Homicídio doloso;2020;novembro;Masculino;214
São Paulo;Homicídio doloso;2020;novembro;Sexo NI;21
São Paulo;Homicídio doloso;2020;dezembro;Feminino;43
São Paulo;Homicídio doloso;2020;dezembro;Masculino;241
São Paulo;Homicídio doloso;2020;dezembro;Sexo NI;3
São Paulo;Lesão corporal seguida de morte;2020;janeiro;Feminino;1
São Paulo;Lesão corporal seguida de morte;2020;janeiro;Masculino;12
São Paulo;Lesão corporal seguida de morte;2020;fevereiro;Masculino;16
São Paulo;Lesão corporal seguida de morte;2020;fevereiro;Sexo NI;2
São Paulo;Lesão corporal seguida de morte;2020;março;Feminino;1
São Paulo;Lesão corporal seguida de morte;2020;março;Masculino;18
São Paulo;Lesão corporal seguida de morte;2020;abril;Feminino;1
São Paulo;Lesão corporal seguida de morte;2020;abril;Masculino;6
São Paulo;Lesão corporal seguida de morte;2020;maio;Masculino;7
São Paulo;Lesão corporal seguida de morte;2020;junho;Masculino;9
São Paulo;Lesão corporal seguida de morte;2020;julho;Masculino;10
São Paulo;Lesão corporal seguida de morte;2020;agosto;Masculino;9
São Paulo;Lesão corporal seguida de morte;2020;agosto;Sexo NI;1
São Paulo;Lesão corporal seguida de morte;2020;setembro;Masculino;9
São Paulo;Lesão corporal seguida de morte;2020;outubro;Feminino;1
São Paulo;Lesão corporal seguida de morte;2020;outubro;Masculino;6
São Paulo;Lesão corporal seguida de morte;2020;novembro;Feminino;1
São Paulo;Lesão corporal seguida de morte;2020;novembro;Masculino;4
São Paulo;Lesão corporal seguida de morte;2020;dezembro;Feminino;1
São Paulo;Lesão corporal seguida de morte;2020;dezembro;Masculino;6
São Paulo;Roubo seguido de morte (latrocínio);2020;janeiro;Feminino;1
São Paulo;Roubo seguido de morte (latrocínio);2020;janeiro;Masculino;17
São Paulo;Roubo seguido de morte (latrocínio);2020;fevereiro;Feminino;1
São Paulo;Roubo seguido de morte (latrocínio);2020;fevereiro;Masculino;23
São Paulo;Roubo seguido de morte (latrocínio);2020;março;Feminino;1
São Paulo;Roubo seguido de morte (latrocínio);2020;março;Masculino;17
São Paulo;Roubo seguido de morte (latrocínio);2020;abril;Feminino;2
São Paulo;Roubo seguido de morte (latrocínio);2020;abril;Masculino;10
São Paulo;Roubo seguido de morte (latrocínio);2020;maio;Masculino;10
São Paulo;Roubo seguido de morte (latrocínio);2020;junho;Masculino;13
São Paulo;Roubo seguido de morte (latrocínio);2020;julho;Feminino;1
São Paulo;Roubo seguido de morte (latrocínio);2020;julho;Masculino;14
São Paulo;Roubo seguido de morte (latrocínio);2020;agosto;Feminino;1
São Paulo;Roubo seguido de morte (latrocínio);2020;agosto;Masculino;14
São Paulo;Roubo seguido de morte (latrocínio);2020;setembro;Feminino;2
São Paulo;Roubo seguido de morte (latrocínio);2020;setembro;Masculino;12
São Paulo;Roubo seguido de morte (latrocínio);2020;setembro;Sexo NI;1
São Paulo;Roubo seguido de morte (latrocínio);2020;outubro;Masculino;21
São Paulo;Roubo seguido de morte (latrocínio);2020;novembro;Feminino;2
São Paulo;Roubo seguido de morte (latrocínio);2020;novembro;Masculino;10
São Paulo;Roubo seguido de morte (latrocínio);2020;dezembro;Feminino;3
São Paulo;Roubo seguido de morte (latrocínio);2020;dezembro;Masculino;7
Sergipe;Homicídio doloso;2020;janeiro;Feminino;5
Sergipe;Homicídio doloso;2020;janeiro;Masculino;74
Sergipe;Homicídio doloso;2020;fevereiro;Feminino;2
Sergipe;Homicídio doloso;2020;fevereiro;Masculino;67
Sergipe;Homicídio doloso;2020;março;Feminino;4
Sergipe;Homicídio doloso;2020;março;Masculino;67
Sergipe;Homicídio doloso;2020;abril;Feminino;5
Sergipe;Homicídio doloso;2020;abril;Masculino;89
Sergipe;Homicídio doloso;2020;abril;Sexo NI;0
Sergipe;Homicídio doloso;2020;maio;Feminino;2
Sergipe;Homicídio doloso;2020;maio;Masculino;48
Sergipe;Homicídio doloso;2020;junho;Feminino;3
Sergipe;Homicídio doloso;2020;junho;Masculino;50
Sergipe;Homicídio doloso;2020;julho;Feminino;2
Sergipe;Homicídio doloso;2020;julho;Masculino;67
Sergipe;Homicídio doloso;2020;agosto;Feminino;6
Sergipe;Homicídio doloso;2020;agosto;Masculino;38
Sergipe;Homicídio doloso;2020;setembro;Feminino;3
Sergipe;Homicídio doloso;2020;setembro;Masculino;50
Sergipe;Homicídio doloso;2020;outubro;Feminino;4
Sergipe;Homicídio doloso;2020;outubro;Masculino;57
Sergipe;Homicídio doloso;2020;novembro;Feminino;4
Sergipe;Homicídio doloso;2020;novembro;Masculino;59
Sergipe;Homicídio doloso;2020;novembro;Sexo NI;0
Sergipe;Homicídio doloso;2020;dezembro;Feminino;2
Sergipe;Homicídio doloso;2020;dezembro;Masculino;53
Sergipe;Homicídio doloso;2020;dezembro;Sexo NI;0
Sergipe;Lesão corporal seguida de morte;2020;novembro;Feminino;0
Sergipe;Lesão corporal seguida de morte;2020;novembro;Masculino;0
Sergipe;Lesão corporal seguida de morte;2020;novembro;Sexo NI;0
Sergipe;Roubo seguido de morte (latrocínio);2020;janeiro;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;março;Feminino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;março;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;abril;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;maio;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;junho;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;julho;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;agosto;Feminino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;agosto;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;outubro;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;novembro;Feminino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;novembro;Masculino;0
Sergipe;Roubo seguido de morte (latrocínio);2020;novembro;Sexo NI;0
Tocantins;Homicídio doloso;2020;janeiro;Feminino;1
Tocantins;Homicídio doloso;2020;janeiro;Masculino;38
Tocantins;Homicídio doloso;2020;janeiro;Sexo NI;1
Tocantins;Homicídio doloso;2020;fevereiro;Feminino;3
Tocantins;Homicídio doloso;2020;fevereiro;Masculino;30
Tocantins;Homicídio doloso;2020;fevereiro;Sexo NI;5
Tocantins;Homicídio doloso;2020;março;Feminino;5
Tocantins;Homicídio doloso;2020;março;Masculino;40
Tocantins;Homicídio doloso;2020;abril;Feminino;0
Tocantins;Homicídio doloso;2020;abril;Masculino;31
Tocantins;Homicídio doloso;2020;abril;Sexo NI;1
Tocantins;Homicídio doloso;2020;maio;Feminino;4
Tocantins;Homicídio doloso;2020;maio;Masculino;24
Tocantins;Homicídio doloso;2020;maio;Sexo NI;1
Tocantins;Homicídio doloso;2020;junho;Feminino;2
Tocantins;Homicídio doloso;2020;junho;Masculino;27
Tocantins;Homicídio doloso;2020;junho;Sexo NI;0
Tocantins;Homicídio doloso;2020;julho;Feminino;3
Tocantins;Homicídio doloso;2020;julho;Masculino;21
Tocantins;Homicídio doloso;2020;julho;Sexo NI;0
Tocantins;Homicídio doloso;2020;agosto;Feminino;2
Tocantins;Homicídio doloso;2020;agosto;Masculino;23
Tocantins;Homicídio doloso;2020;setembro;Feminino;3
Tocantins;Homicídio doloso;2020;setembro;Masculino;22
Tocantins;Homicídio doloso;2020;setembro;Sexo NI;1
Tocantins;Homicídio doloso;2020;outubro;Feminino;2
Tocantins;Homicídio doloso;2020;outubro;Masculino;38
Tocantins;Homicídio doloso;2020;outubro;Sexo NI;1
Tocantins;Homicídio doloso;2020;novembro;Feminino;3
Tocantins;Homicídio doloso;2020;novembro;Masculino;36
Tocantins;Homicídio doloso;2020;novembro;Sexo NI;1
Tocantins;Homicídio doloso;2020;dezembro;Feminino;2
Tocantins;Homicídio doloso;2020;dezembro;Masculino;32
Tocantins;Homicídio doloso;2020;dezembro;Sexo NI;1
Tocantins;Lesão corporal seguida de morte;2020;janeiro;Feminino;2
Tocantins;Lesão corporal seguida de morte;2020;janeiro;Masculino;1
Tocantins;Lesão corporal seguida de morte;2020;janeiro;Sexo NI;0
Tocantins;Lesão corporal seguida de morte;2020;março;Feminino;1
Tocantins;Lesão corporal seguida de morte;2020;março;Masculino;1
Tocantins;Lesão corporal seguida de morte;2020;abril;Feminino;0
Tocantins;Lesão corporal seguida de morte;2020;abril;Masculino;0
Tocantins;Lesão corporal seguida de morte;2020;abril;Sexo NI;0
Tocantins;Lesão corporal seguida de morte;2020;maio;Feminino;0
Tocantins;Lesão corporal seguida de morte;2020;maio;Masculino;0
Tocantins;Lesão corporal seguida de morte;2020;maio;Sexo NI;0
Tocantins;Lesão corporal seguida de morte;2020;junho;Feminino;0
Tocantins;Lesão corporal seguida de morte;2020;junho;Masculino;1
Tocantins;Lesão corporal seguida de morte;2020;junho;Sexo NI;0
Tocantins;Lesão corporal seguida de morte;2020;julho;Feminino;0
Tocantins;Lesão corporal seguida de morte;2020;julho;Masculino;0
Tocantins;Lesão corporal seguida de morte;2020;julho;Sexo NI;0
Tocantins;Lesão corporal seguida de morte;2020;setembro;Feminino;0
Tocantins;Lesão corporal seguida de morte;2020;setembro;Masculino;1
Tocantins;Lesão corporal seguida de morte;2020;setembro;Sexo NI;0
Tocantins;Lesão corporal seguida de morte;2020;outubro;Feminino;0
Tocantins;Lesão corporal seguida de morte;2020;outubro;Masculino;0
Tocantins;Lesão corporal seguida de morte;2020;outubro;Sexo NI;0
Tocantins;Lesão corporal seguida de morte;2020;novembro;Feminino;0
